,Number,Merge,Text Content,Document,Codes,id
135,33:1,1,"Die intensive Bürgerbeteiligung und die Vielzahl der Anregungen von Institutionen und Verbänden zeigt, wie wichtig das Thema Verkehrsentwicklung in der Landeshauptstadt Stuttgart ist. Nach den Dialogveran- staltungen im Oktober 2010 wurden noch bis Ende 2011 Anregungen und Anträge eingereicht. Von fast allen Fraktionen des Gemeinderats wurden insgesamt sechs Anträge zum VEK gestellt, nahezu alle Bezirksbei- räte haben nach einer gemeinsamen Sitzung am 10.01.2011 das VEK nochmals behandelt. Viele Anre- gungen wurden über die städtische Homepage, per E-Mail und schriftlich von Vereinen, Verbänden usw. sowie von Einzelpersonen eingereicht. Die mehr als 500 Kommentare und Anregungen wurden gründlich geprüft und teilweise berücksichtigt. Neben aktuellen Entwicklungen und technischen Neuerungen war die Bürgerbeteiligung Hauptgrund für die umfassende Überarbeitung und Aktualisierung.",Stuttgart-VEK-2010.pdf,"citizens and wider public, exhibition / event / presentation, feedback / discussion, ",Stuttgart-VEK-2010.pdf_1
136,33:2,2,"Das VEK wurde von der Abteilung Verkehrsplanung und Stadtgestaltung des Amts für Stadtplanung und Stadter- neuerung unter Beteiligung aller für städtische Mobilitäts- fragen zuständigen Ämter und Einrichtungen erarbeitet. Prozessbegleitend wurde eine Lenkungsgruppe einge- richtet, die aus Mitgliedern des Gemeinderats sowie Ver- tretern fachrelevanter Ämter und Institutionen bestand.",Stuttgart-VEK-2010.pdf,"municipal employees / members of the public administration, project management, social organisations / public interest groups, transport providers and operators / public services like energy, working group",Stuttgart-VEK-2010.pdf_2
137,33:3,3,"Von fast allen Fraktionen des Gemeinderats wurden insgesamt sechs Anträge zum VEK gestellt, nahezu alle Bezirksbei- räte haben nach einer gemeinsamen Sitzung am 10.01.2011 das VEK nochmals behandelt. Viele Anre- gungen wurden über die städtische Homepage, per E-Mail und schriftlich von Vereinen, Verbänden usw. sowie von Einzelpersonen eingereicht. Die mehr als 500 Kommentare und Anregungen wurden gründlich geprüft und teilweise berücksichtigt. Neben aktuellen Entwicklungen und technischen Neuerungen war die Bürgerbeteiligung Hauptgrund für die umfassende Überarbeitung und Aktualisierung.",Stuttgart-VEK-2010.pdf,"citizens and wider public, ideation / innovation, networks and associations, online platform, political actors / district committees, ",Stuttgart-VEK-2010.pdf_3
138,33:4,4,"Impressum Herausgeber:
Verfasser:
Landeshauptstadt Stuttgart
Amt für Stadtplanung und Stadterneuerung Abteilung Verkehrsplanung und Stadtgestaltung Stephan Oehler
Arne Seyboth
Susanne Scherz
Marietta Wortmann",Stuttgart-VEK-2010.pdf,"municipal employees / members of the public administration, ",Stuttgart-VEK-2010.pdf_4
139,34:1,1,"he entire development process of the SUMP was carried out in close collaboration between the admi- nistration, the local public transport provider (BSAG) and the consultant, with regular input from the pro- ject committee throughout the process. This commit- tee brought together the main actors from the trans- port sector at one table in order to achieve as broad a consensus as possible on the development of mobility in Bremen. The main task of the project committee was quality control of the entire process, including the balance of the project work in general.",Bremen-SUMP-2014.pdf,"advisory board, consultants, envisioning / common ground, municipal employees / members of the public administration, project management, transport providers and operators / public services like energy, working group",Bremen-SUMP-2014.pdf_1
140,34:2,2,"To this end, a planning dialogue was conceived that would follow the process through all of its phases from developing the goals to drafting the implementation plan. The target groups for the planning dialogue were citizens, politicians from the 22 neighbourhood coun- cils as well as public interest groups. There were speci- fic forms of participation for each of these groups.",Bremen-SUMP-2014.pdf,"citizen workshop / citizen forum, citizens and wider public, Committees representing public interests, decision-makers / political authorities, ",Bremen-SUMP-2014.pdf_2
141,34:3,2,"During the course of the planning process, different participation formats were employed. There were four evening events in each of Bremen’s five boroughs; these were the forums where citizens could speak directly with the consultants leading the process and with the local administration. ",Bremen-SUMP-2014.pdf,"citizen workshop / citizen forum, citizens and wider public, communication / transparency, ",Bremen-SUMP-2014.pdf_2
142,34:4,3,"There was also an inter- active participation portal at www.bremen-bewegen. de. In the planning dialogue, Bremen developed an innovative toolkit to offer citizens a range of ways to bring their personal experience and suggestions into the process.",Bremen-SUMP-2014.pdf,"citizens and wider public, feedback / discussion, online platform",Bremen-SUMP-2014.pdf_3
143,34:5,4,The so-called regional citizens’ forums took place in each project phas,Bremen-SUMP-2014.pdf,"citizen workshop / citizen forum, citizens and wider public, feedback / discussion, understand users / user behavior / requirements",Bremen-SUMP-2014.pdf_4
144,34:6,5,"This was used during four of the development phases, although the focus and the participation methodology changed to meet the particular needs of each phase. T",Bremen-SUMP-2014.pdf,"citizens and wider public, feedback / discussion, online communication, ",Bremen-SUMP-2014.pdf_5
145,34:7,6,"long with citizens, elected neighbourhood councils and various public interest groups were involved in all phases of the process. As the SUMP is a plan for the entire city, the neighbourhood councils were involved in the same spatial composition as the citizens’ forums. For this there were roughly 20 events, or four per borough. After each of these events, the individual councils had the opportunity to submit a written statement.",Bremen-SUMP-2014.pdf,"Committees representing public interests, exhibition / event / presentation, feedback / discussion, non defined stakeholders, ",Bremen-SUMP-2014.pdf_6
146,34:8,7,"The format “Bremen Bewegen (Moving Bremen) on Tour” presented the SUMP at several locations in Bremen. The goal was to make people aware of the possibility to try out the scenario building blocks and to offer access to citizens without Internet. “Moving Bremen on Tour” was conceived as a stand that could be set up for a day in various shopping centres. Staffed by three people at a time, the current phase would be explained, the measures presented and the opportunity offered to use the tool box on site. Offering “Moving Bremen on Tour” in five shopping centres served to increase the reach of the scenario building blocks.",Bremen-SUMP-2014.pdf,"citizens and wider public, city walks / city tours, communication / transparency",Bremen-SUMP-2014.pdf_7
147,34:9,8,,Bremen-SUMP-2014.pdf,"municipal employees / members of the public administration, ",Bremen-SUMP-2014.pdf_8
148,35:1,1,Von Anfang an wurde bei der Erarbeitung des Mobilitätskonzeptes großer Wert auf die Einbe- ziehung der Meinung der Bürgerinnen und Bürger gelegt. So wurde 2006 in Form eines Bürger- forums das Leitbild der Verkehrsentwicklung definiert (s. oben). Hierbei waren zufällig aus- gewählte Bürgerinnen und Bürger sowie Mit- glieder der Ortsbeiräte vertreten,Trier-sump-kurzfassung-2013.pdf,"citizen workshop / citizen forum, citizens and wider public, envisioning / common ground, regional actors, ",Trier-sump-kurzfassung-2013.pdf_1
149,35:2,2,"Bearbeitung Gesamtkonzept:
Büro R+T, Darmstadt, Dr.-Ing. Ralf Huber-Erler, Dipl.-Ing. Sebastian Hofherr, in Zusammenarbeit mit dem Stadtplanungsam",Trier-sump-kurzfassung-2013.pdf,"consultants, municipal employees / members of the public administration, ",Trier-sump-kurzfassung-2013.pdf_2
150,36:1,1,"Der Prozess regte an, zukunftsfähige Ideen für die Stadt Wiesbaden zu entwickeln, um die Attraktivität der Stadt zu erhalten und zu erhöhen. Dabei war die Fra- ge zu beantworten, wie der Verkehr der Zukunft aussehen soll, welche Verkehrsmittel zukunftsfähig sind und wie sich die Verkehrsmittel vernetzen lassen. Der Prozess „Mobili- tät 365°“ sah vor, eine Diskussion als Bottom-up-Prozess mit wichtigen Stakeholder-Gruppen der Region zu führen (z.B. Wirtschaftsverbände, Verkehrsclubs, Bürgerinitiati- ven, Sportvereine, etc. – siehe auch unter Punkt 4.1). ",Wiesbaden-Leitbild Mobilität-2020.pdf,"Committees representing public interests, conferences / symposium, ideation / innovation, networks and associations, non defined stakeholders, ",Wiesbaden-Leitbild Mobilität-2020.pdf_1
151,36:2,1,"Der Prozess wurde durch eine breite Presse- und Öffent- lichkeitsarbeit allen Bürgerinnen und Bürgern zur Kennt- nis gegeben. Dafür wurde eine Internetseite entwickelt (www.mobilitaet365.de), in der der gesamte Prozess erläu- tert wird, die Symposien als Videoaufzeichnung zu sehen sind und eigene Kommentare und Meinungen abgegeben werden können. ",Wiesbaden-Leitbild Mobilität-2020.pdf,"communication / transparency, online communication, social networks",Wiesbaden-Leitbild Mobilität-2020.pdf_1
152,36:3,2,"ie Auftaktveranstaltung am 26. Juni 2019 diente dazu, den Prozess bekannt zu machen, die Stakeholder der einge- ladenen Organisationen als feste Teilnehmer des Verfahren zu gewinnen, die Beiratsmitglieder und ihre Expertise und Einstellung kennenzulernen und den Prozess zu erläutern. Dabei wurde bereits in der Einladung dazu aufgefordert,
sich mit eigenen Ideen und Vorschlägen in den Prozess ein- zubringen. Es wurde in der Veranstaltung verdeutlicht, dass es sich um einen faktenbasierten Prozess handelt, der durch flankierende Studien und Gutachten unterstützt wird. Hier wurden die Teilnehmerinnen und Teilnehmer aufgefordert, eigene offene Fragestellungen zu nennen und auch Vor- schläge für anzufragende Experten und Vortragenden weiter zu geben. Das Angebot wurde von einzelnen Stakeholdern genutzt, Wünsche von Teilnehmern flossen in die Beauftra- gung von Fachgutachten ein. So wurde beispielsweise das Büro plan:mobil auf Wunsch aus dem Teilnehmerkreis mit einer Teiluntersuchung zum Wiesbadener Busnetz beauf- tragt (siehe unter 6).
Die Symposien dienten, unter einem Oberthema, der Weitergabe von Wissen und gaben Anregungen für den Leitbildprozess.",Wiesbaden-Leitbild Mobilität-2020.pdf,"communication / transparency, conferences / symposium, feedback / discussion, non defined stakeholders, ",Wiesbaden-Leitbild Mobilität-2020.pdf_2
153,36:4,3,Prof. Dr. Andreas Knie Dipl.-Ing. Ina-Marie Orawiec Prof. Dr. Petra K. Schäfer,Wiesbaden-Leitbild Mobilität-2020.pdf,"consultants, researchers, ",Wiesbaden-Leitbild Mobilität-2020.pdf_3
154,37:1,1," Zum anderen sind die Ergebnisse und Erkenntnisse in einem iterativen Prozess aus vier strategiebegleitenden Workshops mit Vertreter*innen aus Stadtverwaltung, Politik, Vereinen und Verbänden, der Kinder-, Jugend-, und Schwerbehindertenarbeit sowie aus dem Volkswagenkonzern und anderen ansässigen Unternehmen als Arbeitsgrundlage eingeflossen.",Wolfsburg-Mobilitätsstrategie-2020.pdf,"decision-makers / political authorities, feedback / discussion, municipal employees / members of the public administration, networks and associations, private business / economy, stakeholder workshops, young and children",Wolfsburg-Mobilitätsstrategie-2020.pdf_1
155,37:2,2,"Herausgeber:
Autoren:
Unter Mit- wirkung von:
Stand:
Gestaltung & Illustration:
Nachdruck:
Stadt Wolfsburg Porschestraße 49 38440 Wolfsburg
Noreen E. Werner André Nissen Wiebke Sowa Ann-Kathrin Fricke",Wolfsburg-Mobilitätsstrategie-2020.pdf,"consultants, municipal employees / members of the public administration, ",Wolfsburg-Mobilitätsstrategie-2020.pdf_2
156,38:1,1,"Die Erarbeitung des IVEK erfolgte in mehreren Arbeitsschritten und in einem breit angelegten Be- teiligungsverfahren (vgl. Abbildung 1). Dem IVEK vorgeschaltet waren zwei Workshops mit Bürgern, die Ende 2013 zur Analyse der Situation durchgeführt wurden.",bad-kreuznach-Vek-2016.pdf,"citizen workshop / citizen forum, citizens and wider public, feedback / discussion, ",bad-kreuznach-Vek-2016.pdf_1
157,38:2,2,"Der Erarbeitungsprozess wurde kontinuier- lich durch einen intensiven Planungsdialog mit der Bürgerschaft sowie den Institutionen und der Politik in Bad Kreuznach begleitet. Am Anfang des Planungsdialogs wurde be- gleitend zur Bestandsanalyse am 20. Februar 2015 im Haus des Gastes ein Bürgerforum durchgeführt, bei dem sich über 200 Bürge- rinnen und Bürger beteiligten und informier- ten. Anregungen und Ideen konnten einge- bracht werden.",bad-kreuznach-Vek-2016.pdf,"citizen workshop / citizen forum, citizens and wider public, decision-makers / political authorities, ideation / innovation, ",bad-kreuznach-Vek-2016.pdf_2
158,38:3,3,"Darüber hinaus bestand die Möglichkeit sich für eine Planungsradtour bzw. Pla- nungsspaziergang, die im April 2015 durchgeführt wurden, anzumelden. Auch daran nahmen jeweils über 30 Personen teil. I",bad-kreuznach-Vek-2016.pdf,"citizens and wider public, city walks / city tours, feedback / discussion",bad-kreuznach-Vek-2016.pdf_3
159,38:4,4,"Ebenfalls bestand beim Bürgerforum im Februar 2015 die Möglichkeit, sich für die prozessbegleitenden Bürgerworkshops an- zumelden. An diesen Workshops, die ins- gesamt vier Mal durchgeführt wurden, nahmen neben den über 30 interessierten Bürgerinnen und Bürger zusätzlich ca. 30 institutionelle und politische Vertreter der Fraktionen teil. Es wurden in den Work- shops jeweils Zwischenergebnisse der Gut- achter vorgestellt und mit der Gruppe ge- meinsam reflektiert sowie weitere Anre- gungen für den Prozess eingebracht. Die Workshops waren jeweils gut besucht und wurden an den folgenden vier Terminen mit den jeweiligen Schwerpunktthemen durchgeführt:",bad-kreuznach-Vek-2016.pdf,"citizen workshop / citizen forum, citizens and wider public, feedback / discussion",bad-kreuznach-Vek-2016.pdf_4
160,38:5,5,"Darüber hinaus wurden weitergehende Beteiligungen und Abstimmungsgespräche (z.B. mit dem Landesbetrieb Mobilität (LBM), dem Verkehrsunternehmen VGK sowie der Rad-AG) durchgeführt. Der Ausschuss für Stadtplanung, Bauwesen, Umwelt und Verkehr der Stadt Bad Kreuznach wurde ebenfalls in mehreren Sitzungen über die Zwischenergebnisse informiert. Durch Informationen im Internet sowie die laufende Pressearbeit wurde fortlaufend über den Prozess informiert.",bad-kreuznach-Vek-2016.pdf,"feedback / discussion, interviews, private business / economy, transport providers and operators / public services like energy",bad-kreuznach-Vek-2016.pdf_5
161,38:6,6,"Autrag􏱀eh􏱁er
Pla􏱀erso􏱂ietät – Stadtpla􏱀u􏱀g, Verkehrspla􏱀u􏱀g, Ko􏱁􏱁u􏱀ikaio􏱀 Dr.-I􏱀g. Freh􏱀, Stei􏱀􏰿erg Part􏱀ers􏱂hat, Stadt- u􏱀d Verkehrspla􏱀er Gutenbergstr. 34
44139 Dortmund
Fon: 0231/589696-0 Fax: 0231/589696-18 www.planersocietaet.de
Gertz Gutsche Rümenapp Stadtentwicklung und Mobilität GbR Ruhrstraße 11 in 22761 Hamburg Fon: 040- 85 37 37- 41
Fax: 040- 85 37 37- 42 www.ggr-planung.de
Bearbeitung
Planersocietät
Dr.-Ing. Michael Frehn (Projektleitung) M.Sc. Kevin Hillen
B.Sc. Manuel Weiss
GGR
Dipl.-Ing. Jens Rümenapp M.Sc. Ben-Thure von Lueder",bad-kreuznach-Vek-2016.pdf,"consultants, ",bad-kreuznach-Vek-2016.pdf_6
162,39:1,1,"Lenkungsgruppe
Die Lenkungsgruppe zum VEP Gießen setzt sich aus Vertreter*innen der politischen Fraktionen in Gießen zusammen und begleitet den vollständigen Erarbeitungsprozess. Sie dient dazu, über den Arbeitsprozess sowie wesentliche Zwischenergebnisse informiert zu werden, diese zu diskutieren und letztlich politisch mitzutragen. Insgesamt sind sieben Sitzungen vorgesehen, wovon zum jetzi- gen Stand drei Sitzungen bereits stattgefunden haben",Giessen-VEP-2020.pdf,"decision-makers / political authorities, project management, working group",Giessen-VEP-2020.pdf_1
163,39:2,2,"Akteursgespräche
Um neben den politischen Vertreter*innen auch die Akteure der Stadtgesellschaft am Prozess zu beteiligen, sind insgesamt neun Akteursgespräche geführt worden. Diese dienten dazu, Prozesser- wartungen, Problemstellungen, Ziele und Anforderungen an den VEP aus Sicht der jeweiligen Ak- teursgruppen zu identifizieren. Durch die teils verschiedenen Sichtweisen konnte der Blick auf die unterschiedlichen Problemlagen und Rahmenbedingungen geschärft werden. Gleichzeitig dienten die vorbereitenden Gespräche dazu, eine grundlegende Vertrauensbasis für den VEP aufzubauen. Des Weiteren wurden erste Maßnahmen diskutiert, die die Mobilität in Gießen zukunftsfähig ge- stalten können. Folgende Gespräche wurden durchgeführt:",Giessen-VEP-2020.pdf,"Committees representing public interests, interviews, networks and associations, researchers, understand users / user behavior / requirements",Giessen-VEP-2020.pdf_2
164,39:3,3,"Aufgrund der anhaltenden Auswirkungen der Corona-Pandemie ist bis zu diesem Zeit- punkt keine Veranstaltung in Präsenzform möglich gewesen, sodass eine erste Beteiligungsrunde über die Gießener Beteiligungsplattform giessen-direkt.de durchgeführt wurde. Mittels eines „Ideenmelders“ konnten die Bürger*innen über einen Zeitraum von gut zwei Monaten (Juli-Sep- tember 2020) auf einer Stadtkarte Schwachpunkte, positive wie negative Räume und weitere Män- gel im Stadtgebiet kennzeichnen und dem Planungsteam wertvolle Hinweise zur weiteren Berück- sichtigung mit auf den Weg geben. Insgesamt sind dabei fast 700 Ideen eingetragen worden; dazu wurden rund 1.500 Reaktionen („Likes“) registriert. Vor allem Anmerkungen zum Rad- und Fußver- kehr wurden vermehrt registriert. Die Ergebnisse des Ideenmelders sind ebenfalls in einer separa- ten Kurzdokumentation zusammengefasst. Weitere Beteiligungsformate sind bereits in Planung.",Giessen-VEP-2020.pdf,"citizens and wider public, ideation / innovation, online communication, online platform",Giessen-VEP-2020.pdf_3
165,39:4,4,"Impressum – Auftragnehmer
Dr.-Ing. Frehn, Steinberg & Partner Stadt- und Verkehrsplaner Gutenbergstraße 34
44139 Dortmund
www.planersocietaet.de
Dipl.-Ing. Christian Bexen M. Sc. David Madden
M. Sc. Markus Bednarek M. Sc. Lukas Pöpsel
B. Sc. Nils Becker
Ruhrstraße 11 22761 Hamburg
Dipl.-Ing. Jens Rümenapp
Bildnachweis
Alle Bildrechte liegen, soweit nicht anders an- gegeben, bei der Planersocietät.
  ",Giessen-VEP-2020.pdf,"consultants, ",Giessen-VEP-2020.pdf_4
166,40:1,1,"Die laufende Bearbeitung zur Fortschreibung des VEP erfolgte in einer Projektgrup- pe, die sich aus Fachleuten der beiden Stadtverwaltungen und dem Gutachter zu- sammensetzt.",Ulm-VEP-2013.pdf,"consultants, experts-practitioners-planers, municipal employees / members of the public administration, project management, working group",Ulm-VEP-2013.pdf_1
167,40:2,2,Hierzu wurde ein so genannter Projektbeirat gebildet. Diesem gehören neben Mitgliedern der Projektgruppe auch Vertreter der Politik sowie Interessenvertreter an. Die Vorgehensweise ermöglicht die Diskussion von Erkenntnissen und Handlungserfordernissen aus politischer Sicht sowie aus Sicht wichtiger Multiplikatoren und Interessenvertretern einer erfolg- reichen Stadtentwicklung,Ulm-VEP-2013.pdf,"advisory board, decision-makers / political authorities, envisioning / common ground, social organisations / public interest groups, ",Ulm-VEP-2013.pdf_2
168,40:3,3,"Kernelement der allgemeinen Öffentlichkeitsbeteiligung war die Online-Diskussion „Verkehrsentwicklungsplan Ulm/Neu-Ulm - Gestalten Sie mit“, die unter der Web- Adresse www.vep-forum.de erreichbar ist.",Ulm-VEP-2013.pdf,"citizens and wider public, feedback / discussion, online platform",Ulm-VEP-2013.pdf_3
169,40:4,4,"DR. BRENNER INGENIEURGESELLSCHAFT MBH Beratende Ingenieure VBI
für Verkehrs- und Straßenwesen Rathausplatz 2-8
73432 Aalen
Telefon (0 73 61) 57 07-0
Telefax (0 73 61) 57 07-77
Internet: www.brenner-ingenieure.de E-Mail: info@brenner-ingenieure.de
Dipl.-Ing. Ulrich Noßwitz Dipl.-Ing. (FH) Claudia Stahl Dipl.-Ing. Alexander Goth",Ulm-VEP-2013.pdf,"consultants, ",Ulm-VEP-2013.pdf_4
170,41:1,1,"Dieser Fachbereich koordiniert die Zusammenarbeit mit:
  allenFachbereicheninderStadtverwaltung,   Behörden,
  VertreternderVerkehrsunternehmen.
Um alle Beteiligten schon frühzeitig bei der Erstellung des InVEPl einzubeziehen, wurde eine Projektgruppe InVEPl gebildet. Hier werden der aktuelle Stand der Bearbeitung vorgestellt und die Hinweise der Projektgruppe bei der weiteren Fertigstellung eingearbeitet.",Cottbus-VEP-2011.pdf,"decision-makers / political authorities, municipal employees / members of the public administration, project management, transport providers and operators / public services like energy, working group",Cottbus-VEP-2011.pdf_1
171,41:2,2,"Vom 12.03.-12.04.2010 erfolgt die Offenlegung des Integrierten Verkehrsentwicklungsplanes Cottbus 2010. Die Cottbuser Bürger haben somit die Möglichkeit, aktiv an der Gestaltung ih- res Entwicklungsplanes mit zu wirken. Ihre Hinweise wurden nach Abwägung in den InVEPl eingearbeitet.",Cottbus-VEP-2011.pdf,"citizen workshop / citizen forum, citizens and wider public, feedback / discussion",Cottbus-VEP-2011.pdf_2
172,41:3,3,,Cottbus-VEP-2011.pdf,"consultants, ",Cottbus-VEP-2011.pdf_3
173,42:1,1,"Verfasser:
Stadt Gera
Fachdienst Verkehr Fachgebiet Verkehrsplanung Ernst-Toller-Straße 15 07545 Gera
Telefon 0365 838-4110
Bearbeiter:
cand. Ing. Stefan Meißner Dipl.-Ing. Ulrich Tetzlaff Dipl.-Ing. Martin Weidauer Dipl.-Ing. Uwe Bartels Dipl.-Ing. Manfred Kanis Dipl.-Ing. Tobias Kühn Jaqueline Schäuble Dipl.-Ing. Stefan Prüger",Gera-VEP-2011.pdf,"municipal employees / members of the public administration, ",Gera-VEP-2011.pdf_1
174,43:1,1,"IVAS Ingenieurbüro für Verkehrsanlagen und –systeme Alaunstraße 9
01099 Dresden
Dipl.-Ing. Dirk Ohm Dipl.-Ing. Frank L. Fiedler Claudia Thielemann",Goerlitz-VEK-Juni2011.pdf,"consultants, ",Goerlitz-VEK-Juni2011.pdf_1
175,44:1,1,"Die Grundkonzeption bestand aus einer Auftakt- veranstaltung und drei Mobilitätsforen mit Werk- stattcharakter. Die Einladungen zu den drei Foren waren nach räumlichen Aspekten konzipiert: Im ersten Forum stand die linksrheinische Kernstadt im Fokus, das zweite Forum befasste sich mit der rechtsrheinischen Stadtseite und den vier außenlie- genden Ortsteilen, das dritte Forum stand ganz im Zeichen der grenzübergreifenden Mobilität.",Konstanz-Mobilität-Masterplan-2013.pdf,"citizen workshop / citizen forum, citizens and wider public, non defined stakeholders, ",Konstanz-Mobilität-Masterplan-2013.pdf_1
176,44:2,2," Für den Einzelhandel, der an den sam- stäglichen Mobilitätsforen aus Zeitgründen nicht teilnehmen konnte, wurde ein spezieller Workshop (Juli 2012) durchgeführt. ",Konstanz-Mobilität-Masterplan-2013.pdf,"private business / economy, stakeholder workshops, ",Konstanz-Mobilität-Masterplan-2013.pdf_2
177,44:3,3, Zudem wurden zu Beginn des Beteiligungsprozesses mittels einer anschauli- chen Plakatausstellung im Bürgeramt Grundinfor- mationen zum Masterplan Mobilität und zu den Anforderungen aus Sicht verschiedener Bevölke- rungsgruppen kommuniziert.,Konstanz-Mobilität-Masterplan-2013.pdf,"citizens and wider public, communication / transparency, press / marketing / public relations / communication",Konstanz-Mobilität-Masterplan-2013.pdf_3
178,44:4,4,"In den Veranstaltungen wurden verschiedene Moderationsformen eingesetzt:
· Murmelgruppen etwa dienten dazu, sich in kur- zer Zeit unter den Teilnehmenden über Themen auszutauschen und beispielsweise Fragen an die Verwaltung zu stellen.
· Arbeit im Großgruppenformat hatte das Ziel, möglichst viele Aspekte und die Gesamtheit der Aufgabenstellung in einem Raum sichtbar, spürbar und erlebbar zu machen.
· Kleingruppen (max. 8 Personen je Gruppe, alle in einem Raum) innerhalb der Großgruppenfor- mate dienten dazu, themen- oder ortsspezifische Hinweise, Empfehlungen oder Ideen zu erarbei- ten.
· Die Arbeit am großen gemeinsamen Mindmap (»Gedankenlandkarte«) machte es möglich, Trends- und Tendenzen in der Meinungsbildung sichtbar zu machen und erste (Lösungs-) Brücken zu bauen.
· Wandzeitungen hielten Ergebnisse zu einzelnen Kriterien oder Fragestellungen lesbar und selbsterklärend fest.
· Plenare Reflektionsrunden schufen Raum, um interessenübergreifende Erkenntnisse herauszu- bilden oder Konflikte greifbar zu machen.",Konstanz-Mobilität-Masterplan-2013.pdf,"citizen workshop / citizen forum, citizens and wider public, feedback / discussion, understand users / user behavior / requirements",Konstanz-Mobilität-Masterplan-2013.pdf_4
179,44:5,5,"Herausgeber Texte Grafik Druck Weitere Informationen
Bildnachweise
Stadt Konstanz, Baudezernat | Untere Laube 24 | 78462 Konstanz Büro Steteplanung, Darmstadt
Mathias Wieber, Freiburg
Team MediaPrint, Stadt Konstanz
Stadt Konstanz, Amt für Stadtentwicklung und Umwelt, Stephan Fischer
        Titelbild; S.15 Shutterstock/manfredxy · Seite 2/3; 8/9; 46/47; 48/49; 50/51; Umschlagrückseite Wolfgang Wick
Seite 4/5; 37 Shutterstock/Yuriy Davats · Seite 6/7 Shutterstock/katatonia82 · Seite 13 Shutterstock/Ingrid Balabanova Seite 14 Shutterstock/Rob Wilson · Seite 16/17; 42/43 Shutterstock/Birdy68 · Seite 18/19 Shutterstock/Alex Emanuel Koch Seite 30/31 Shutterstock/Veniamin Kraskov · Seite 40/41 Shutterstock/Yuriy Davats · Seite 44/45 Shutterstock/PlusONE Alle anderen Bilder Stadt Konstanz
Stand September 2018 · Redaktion Dr. Walter Rügert | Pressereferent, Sebastian Nadj | Amt für Stadtplanung und Umwelt",Konstanz-Mobilität-Masterplan-2013.pdf,"municipal employees / members of the public administration, ",Konstanz-Mobilität-Masterplan-2013.pdf_5
180,45:1,1,"Übergeordnete Zielstellung des VEP 2040 und seines Erarbeitungsprozesses ist die Erarbeitung eines verkehrlichen Leitbildes für das Jahr 2040, welches:
 einen gesamtgesellschaftlichen Konsens abbildet,  einen verkehrspolitischen Rahmen darstellt und
 verkehrsplanerische Handlungsweisen definiert.
Der Bearbeitungs-, Abwägungs- und Entscheidungsprozess zum VEP 2040 soll den Ansprüchen der Transparenz, Nachvollziehbarkeit und Verständlichkeit entsprechen.
Die abschließende Entscheidungs- und Beschlusskompetenz obliegen ausschließlich der Oberbürgermeisterin sowie dem Stadtrat der Stadt Chemnitz.",Chemnitz_beteiligungskonzept-2020.pdf,"envisioning / common ground, round table",Chemnitz_beteiligungskonzept-2020.pdf_1
181,45:2,2,,Chemnitz_beteiligungskonzept-2020.pdf,"Committees representing public interests, envisioning / common ground, networks and associations, private business / economy, round table, ",Chemnitz_beteiligungskonzept-2020.pdf_2
182,45:3,3,,Chemnitz_beteiligungskonzept-2020.pdf,"Committees representing public interests, decision-makers / political authorities, envisioning / common ground, networks and associations, researchers, stakeholder workshops, ",Chemnitz_beteiligungskonzept-2020.pdf_3
183,45:4,4,,Chemnitz_beteiligungskonzept-2020.pdf,"feedback / discussion, municipal employees / members of the public administration, ",Chemnitz_beteiligungskonzept-2020.pdf_4
184,45:5,5,,Chemnitz_beteiligungskonzept-2020.pdf,"Committees representing public interests, conferences / symposium, feedback / discussion, ",Chemnitz_beteiligungskonzept-2020.pdf_5
185,45:6,6,,Chemnitz_beteiligungskonzept-2020.pdf,"citizens and wider public, feedback / discussion, online platform, social networks",Chemnitz_beteiligungskonzept-2020.pdf_6
186,45:7,7,Die Stadtverwaltung Chemnitz schreibt den VEP 2015 (B-069/2006) fort,Chemnitz_beteiligungskonzept-2020.pdf,"municipal employees / members of the public administration, ",Chemnitz_beteiligungskonzept-2020.pdf_7
187,46:1,1,"23. Juni 2015
  ",Bottropp-Klimaschutztteilplan-2015.pdf,"consultants, ",Bottropp-Klimaschutztteilplan-2015.pdf_1
188,47:1,1,"Mitglieder der Workshops ‚VEP Erfurt – Teilkonzept Radverkehr‘
Vertreter der Fraktionen: SPD I CDU I Bündnis90/Die Grünen I Die Linke I FDP I Freie Wähler Arbeitskreis Radverkehr
Allgemeiner Deutscher Fahrradclub (ADFC), Kreisverband Erfurt
Verkehrsclub Deutschland (VCD), Ortsgruppe Erfurt
Seniorenbeirat
Polizeidirektion
Erfurter Verkehrsbetriebe (EVAG)
Verwaltung: Dezernat 4 – Stadtentwicklung und Umwelt / Beigeordneter, Amt für Stadtentwicklung und Stadtplanung (Amtsleitung, Bereich Verkehrsplanung, Abteilung Stadtentwicklung), Tiefbau und Verkehrsamt (Abteilung Verkehr)",Erfurt-Teilkonzept-2015.pdf,"Committees representing public interests, communication / transparency, decision-makers / political authorities, municipal employees / members of the public administration, networks and associations, stakeholder workshops, ",Erfurt-Teilkonzept-2015.pdf_1
